NodeID,AcclX,AcclY,AcclZ,Temperature,TemperatureStatus,ActivityMagnitude,ActivityStatus,HealthStatus
2,3.26,1.47,8.69,25.24,Low,9.39705272944661,Normal,Sick (Attention Required)
1,2.43,0.64,10.47,27.55,Normal,10.767330216910784,High,Healthy Cow
2,5.26,-2.81,13.32,25.55,Low,14.59404330540375,High,Sick (Attention Required)
1,-0.51,-0.19,10.88,28.23,Normal,10.893603627817566,High,Healthy Cow
2,5.19,0.22,9.26,26.16,Low,10.617537379260787,High,Sick (Attention Required)
1,2.47,-1.65,9.13,28.94,Normal,9.60105723345091,Normal,Healthy Cow
2,4.66,-0.59,8.2,26.88,Low,9.4500634918502,Normal,Sick (Attention Required)
1,2.11,-0.33,8.35,29.45,Normal,8.61878761775692,Normal,Healthy Cow
2,4.13,-0.71,10.34,27.28,Normal,11.156908173862506,High,Healthy Cow
1,2.35,-0.36,9.5,30.36,Normal,9.79296175832419,Normal,Healthy Cow
2,4.35,-0.7,8.44,28.02,Normal,9.520824544124316,Normal,Healthy Cow
1,2.1,-0.9,9.09,31.21,Normal,9.372731725596333,Normal,Healthy Cow
2,2.61,-0.28,10.27,28.54,Normal,10.60016037614526,High,Healthy Cow
1,1.93,0.83,10.01,31.8,Normal,10.228093664021658,High,Healthy Cow
2,4.65,-0.76,7.83,28.87,Normal,9.138325886069067,Normal,Healthy Cow
1,0.75,0.52,8.76,32.32,Normal,8.807411651558022,Normal,Healthy Cow
2,5.86,1.39,8.74,29.22,Normal,10.614108535341062,High,Healthy Cow
1,0.96,-0.76,9.31,32.72,Normal,9.390170392490225,Normal,Healthy Cow
2,4.16,-0.2,9.02,29.39,Normal,9.935089330247616,Normal,Healthy Cow
1,0.33,1.06,9.7,32.76,Normal,9.763324228970376,Normal,Healthy Cow
2,2.52,-0.79,9.85,29.09,Normal,10.197891939023476,High,Healthy Cow
1,-1.2,-1.71,9.26,32.5,Normal,9.492718261910019,Normal,Healthy Cow
2,3.02,1.0,7.65,28.91,Normal,8.285101085683868,Normal,Healthy Cow
1,0.29,1.1,10.2,32.12,Normal,10.263240229089446,High,Healthy Cow
2,-1.03,3.28,5.09,28.69,Normal,6.142263426457709,Low,Healthy Cow
1,-0.31,2.94,10.21,31.52,Normal,10.629383801519259,High,Healthy Cow
2,4.62,-1.98,10.3,28.32,Normal,11.461012171706303,High,Healthy Cow
1,0.91,0.98,11.36,31.03,Normal,11.438448321341491,High,Healthy Cow
2,3.6,-1.18,7.98,27.98,Normal,8.833617605488705,Normal,Healthy Cow
1,1.38,0.27,11.94,30.76,Normal,12.022516375534698,High,Healthy Cow
2,3.75,-0.1,12.08,27.72,Normal,12.649067159280955,High,Healthy Cow
1,0.37,0.5,9.39,30.51,Normal,9.410579153272131,Normal,Healthy Cow
2,2.84,0.56,9.13,27.59,Normal,9.577896428757205,Normal,Healthy Cow
1,0.2,1.04,12.18,30.34,Normal,12.225955995340405,High,Healthy Cow
2,1.19,0.79,7.79,27.48,Normal,7.919867423132788,Normal,Healthy Cow
1,1.35,1.39,8.45,30.24,Normal,8.6693194657943,Normal,Healthy Cow
2,4.45,-0.73,8.7,27.46,Normal,9.799255073728819,Normal,Healthy Cow
1,-1.82,-0.31,10.26,30.18,Normal,10.424782971362042,High,Healthy Cow
2,3.09,-1.29,10.32,27.48,Normal,10.849635938592595,High,Healthy Cow
1,0.69,-0.06,9.63,30.14,Normal,9.654874416583574,Normal,Healthy Cow
2,1.13,1.17,11.95,27.53,Normal,12.060194857463953,High,Healthy Cow
1,-1.5,-1.06,10.33,30.21,Normal,10.492020777714844,High,Healthy Cow
2,0.94,-0.49,8.68,27.6,Normal,8.744489693515568,Normal,Healthy Cow
1,1.2,-0.26,11.06,30.29,Normal,11.127946800735526,High,Healthy Cow
2,1.69,0.01,7.44,27.66,Normal,7.629534717137082,Normal,Healthy Cow
1,-0.35,0.88,10.96,30.58,Normal,11.00084087695118,High,Healthy Cow
2,0.33,0.29,8.8,27.69,Normal,8.81095908513937,Normal,Healthy Cow
1,0.56,-0.26,11.28,31.39,Normal,11.296884526275374,High,Healthy Cow
2,2.08,-0.96,8.74,28.06,Normal,9.035242110757189,Normal,Healthy Cow
1,-0.51,0.66,9.86,32.29,Normal,9.895216015833105,Normal,Healthy Cow
2,0.13,-1.25,6.86,28.67,Normal,6.974166616879755,Low,Healthy Cow
1,0.67,-0.08,10.73,33.01,Normal,10.751195282386048,High,Healthy Cow
2,3.15,-0.11,4.67,29.27,Normal,5.634137023537855,Low,Healthy Cow
1,-0.14,0.83,10.9,33.29,Normal,10.93245169209542,High,Healthy Cow
2,6.26,-2.31,6.74,29.58,Normal,9.48426591782411,Normal,Healthy Cow
1,0.53,0.41,11.99,33.11,Normal,12.008709339475246,High,Healthy Cow
2,5.63,0.01,7.02,29.8,Normal,8.998744356853349,Normal,Healthy Cow
1,0.81,0.42,9.11,32.99,Normal,9.155577535032949,Normal,Healthy Cow
2,5.01,-1.44,9.36,29.97,Normal,10.713696840960173,High,Healthy Cow
1,1.55,1.68,11.74,33.46,Normal,11.960455676938066,High,Healthy Cow
2,7.42,1.31,9.01,30.24,Normal,11.745322473223117,High,Healthy Cow
1,0.71,0.38,10.39,34.02,High,10.421161163709158,High,Sick (Attention Required)
2,6.63,-0.12,7.63,30.25,Normal,10.10881793287425,High,Healthy Cow
1,0.44,2.43,8.71,34.47,High,9.05331983307781,Normal,Sick (Attention Required)
2,8.87,0.83,11.55,30.73,Normal,14.586579448246255,High,Healthy Cow
1,-1.62,-0.49,9.74,34.8,High,9.88595468328679,Normal,Sick (Attention Required)
2,6.79,-2.6,8.89,31.38,Normal,11.48460708949157,High,Healthy Cow
1,-2.24,0.09,9.56,35.23,High,9.819332971235877,Normal,Sick (Attention Required)
2,8.91,-3.12,9.43,31.62,Normal,13.343440335985319,High,Healthy Cow
1,-2.21,0.91,11.42,35.72,High,11.667416166401198,High,Sick (Attention Required)
2,8.62,-1.75,6.39,31.59,Normal,10.871936350071223,High,Healthy Cow
1,-0.98,0.63,10.13,36.02,High,10.196773999653027,High,Sick (Attention Required)
2,8.85,0.42,2.76,31.4,Normal,9.279897628745696,Normal,Healthy Cow
1,-0.81,1.55,8.67,36.11,High,8.844631139849756,Normal,Sick (Attention Required)
2,5.04,0.07,9.05,31.38,Normal,10.359005743796073,High,Healthy Cow
1,-0.46,0.07,9.78,35.86,High,9.791062250848984,Normal,Sick (Attention Required)
2,2.99,-6.18,10.92,30.8,Normal,12.898794517318274,High,Healthy Cow
1,0.1,2.14,9.98,35.51,High,10.207350292803712,High,Sick (Attention Required)
2,3.31,-3.64,9.68,30.86,Normal,10.8585496269069,High,Healthy Cow
1,1.23,0.87,11.62,35.1,High,11.717260772040536,High,Sick (Attention Required)
2,4.46,-2.44,11.01,30.83,Normal,12.12704828059986,High,Healthy Cow
1,2.54,-1.18,11.53,34.68,High,11.865281286172696,High,Sick (Attention Required)
2,4.32,-4.34,6.31,30.43,Normal,8.792843681085204,Normal,Healthy Cow
1,-1.05,1.06,9.44,34.81,High,9.557180546583808,Normal,Sick (Attention Required)
2,4.04,-2.96,6.03,29.9,Normal,7.838628706604236,Normal,Healthy Cow
1,0.45,0.59,10.03,34.47,High,10.057410203427121,High,Sick (Attention Required)
2,6.77,-3.34,5.85,29.52,Normal,9.550445015809473,Normal,Healthy Cow
1,1.52,-0.06,10.03,34.64,High,10.144698122664863,High,Sick (Attention Required)
1,-0.74,0.21,8.55,34.62,High,8.584532602302819,Normal,Sick (Attention Required)
2,3.22,-0.69,6.64,29.15,Normal,7.411754178330526,Normal,Healthy Cow
1,-0.33,-0.71,9.31,34.71,High,9.34286358671687,Normal,Sick (Attention Required)
2,2.76,-2.44,10.43,29.1,Normal,11.061469161011118,High,Healthy Cow
1,0.51,-0.29,9.93,34.73,High,9.947316220971363,Normal,Sick (Attention Required)
2,3.07,-0.48,6.65,29.1,Normal,7.3401498622303345,Normal,Healthy Cow
1,-1.59,-0.32,11.51,34.45,High,11.623708530413175,High,Sick (Attention Required)
2,4.21,-2.4,8.35,28.99,Normal,9.654356529567364,Normal,Healthy Cow
1,-0.45,-0.12,10.65,34.35,High,10.660178234907708,High,Sick (Attention Required)
2,4.31,-3.23,9.95,29.23,Normal,11.314216720568862,High,Healthy Cow
1,1.68,0.54,10.17,34.22,High,10.321962022793922,High,Sick (Attention Required)
2,5.83,-1.95,12.1,29.14,Normal,13.57208163842231,High,Healthy Cow
1,1.43,0.16,11.01,34.4,High,11.103630037064455,High,Sick (Attention Required)
2,3.61,0.98,8.62,29.17,Normal,9.396643017588781,Normal,Healthy Cow
1,2.01,0.2,10.56,33.91,Normal,10.751451064856315,High,Healthy Cow
2,5.39,0.47,7.32,29.26,Normal,9.102494163689423,Normal,Healthy Cow
1,0.02,1.17,10.02,33.4,Normal,10.088096946401734,High,Healthy Cow
2,4.48,-2.59,9.04,30.02,Normal,10.41633812815233,High,Healthy Cow
1,-0.09,1.03,9.97,33.63,Normal,10.02346746390689,High,Healthy Cow
2,4.27,-2.13,9.1,30.57,Normal,10.275203161008545,High,Healthy Cow
1,1.59,-0.47,10.75,34.13,High,10.877108990903787,High,Sick (Attention Required)
2,5.21,-3.87,8.53,30.34,Normal,10.718297439425722,High,Healthy Cow
1,-0.78,2.99,11.78,34.42,High,12.178542605747207,High,Sick (Attention Required)
2,7.64,0.21,8.42,30.59,Normal,11.371459888686237,High,Healthy Cow
1,0.19,0.85,10.7,34.42,High,10.735390072093328,High,Sick (Attention Required)
2,9.31,-0.13,7.29,30.3,Normal,11.825273781185787,High,Healthy Cow
1,1.0,1.05,7.73,34.39,High,7.864820404815357,Normal,Sick (Attention Required)
2,6.44,-4.18,9.81,30.23,Normal,12.45721076324873,High,Healthy Cow
1,1.72,0.39,7.75,33.84,Normal,7.948144437540123,Normal,Healthy Cow
2,7.14,-2.41,4.2,30.48,Normal,8.627149007638618,Normal,Healthy Cow
1,0.96,1.18,11.43,33.55,Normal,11.530780545999477,High,Healthy Cow
2,8.93,-3.48,5.2,30.09,Normal,10.903912141979134,High,Healthy Cow
1,1.36,0.63,8.08,33.57,Normal,8.21784034889946,Normal,Healthy Cow
1,0.18,1.7,8.64,33.57,Normal,8.807496806698257,Normal,Healthy Cow
2,6.03,-3.28,4.03,30.02,Normal,7.9599120598157365,Normal,Healthy Cow
1,1.52,-2.16,8.73,33.44,Normal,9.120794921496701,Normal,Healthy Cow
1,-2.35,-0.15,10.01,33.52,Normal,10.283243651688897,High,Healthy Cow
2,12.81,-12.04,6.9,29.84,Normal,18.88564798994199,High,Healthy Cow
1,-1.21,0.61,9.39,33.43,Normal,9.487270418829645,Normal,Healthy Cow
2,7.64,-2.68,0.1,29.82,Normal,8.097036494915901,Normal,Healthy Cow
1,0.16,0.47,10.8,33.46,Normal,10.811406014020564,High,Healthy Cow
2,9.58,-4.54,3.75,29.78,Normal,11.245021120478164,High,Healthy Cow
1,-1.06,2.07,8.57,33.76,Normal,8.87994369351518,Normal,Healthy Cow
2,8.9,-3.3,4.35,29.73,Normal,10.441384007879416,High,Healthy Cow
1,0.4,0.72,9.2,34.22,High,9.236795981291348,Normal,Sick (Attention Required)
2,6.5,-3.76,3.33,29.99,Normal,8.214408073622835,Normal,Healthy Cow
1,-0.09,-0.06,10.74,34.74,High,10.740544678925739,High,Sick (Attention Required)
2,6.75,-2.38,4.81,29.84,Normal,8.623398402022255,Normal,Healthy Cow
1,1.88,-0.36,9.78,35.32,High,9.965560696719477,Normal,Sick (Attention Required)
1,-0.73,1.19,9.34,35.58,High,9.443759844468726,Normal,Sick (Attention Required)
2,6.64,-2.41,1.34,29.68,Normal,7.1898052824815775,Normal,Healthy Cow
1,2.94,-0.61,12.21,35.98,High,12.573774294140962,High,Sick (Attention Required)
2,7.65,-2.42,4.14,30.08,Normal,9.028759604729766,Normal,Healthy Cow
1,-0.08,0.35,8.62,36.35,High,8.627473558348353,Normal,Sick (Attention Required)
2,9.92,-3.77,5.71,30.22,Normal,12.050867188713019,High,Healthy Cow
1,1.58,-0.63,10.71,36.46,High,10.844233490662216,High,Sick (Attention Required)
2,10.07,-4.44,10.69,30.51,Normal,15.34257475132515,High,Healthy Cow
1,-0.28,0.11,10.14,36.05,High,10.144461543127857,High,Sick (Attention Required)
2,3.95,-1.05,9.77,30.49,Normal,10.590462690553231,High,Healthy Cow
1,0.87,0.72,8.04,36.09,High,8.118922342281639,Normal,Sick (Attention Required)
2,3.98,-2.62,9.39,30.36,Normal,10.529810064763753,High,Healthy Cow
1,1.33,-0.07,11.12,36.45,High,11.199473201896595,High,Sick (Attention Required)
2,5.16,-0.33,7.84,30.47,Normal,9.391490829468982,Normal,Healthy Cow
1,-0.71,1.09,12.75,36.72,High,12.816188981128517,High,Sick (Attention Required)
2,5.21,-4.02,7.88,31.07,Normal,10.266396641470658,High,Healthy Cow
1,-0.63,-2.82,13.88,35.97,High,14.177577367096257,High,Sick (Attention Required)
2,6.7,-1.73,7.52,31.29,Normal,10.219261225744257,High,Healthy Cow
2,8.42,-3.3,10.38,31.37,Normal,13.767018558860157,High,Healthy Cow
1,0.32,2.02,8.76,35.72,High,8.995576690796428,Normal,Sick (Attention Required)
2,5.4,2.42,6.52,31.03,Normal,8.804930436976774,Normal,Healthy Cow
1,0.0,0.0,9.71,35.87,High,9.71,Normal,Sick (Attention Required)
2,2.81,-0.99,8.65,30.23,Normal,9.148699361111392,Normal,Healthy Cow
1,-0.62,0.58,9.03,35.97,High,9.06982359255129,Normal,Sick (Attention Required)
2,3.68,-4.28,14.73,29.79,Normal,15.774463540799099,High,Healthy Cow
1,-0.74,1.64,9.31,35.8,High,9.482262388270007,Normal,Sick (Attention Required)
2,1.96,-1.48,9.0,29.66,Normal,9.32909427543746,Normal,Healthy Cow
1,-0.7,0.27,9.68,35.18,High,9.709031877586972,Normal,Sick (Attention Required)
2,2.16,0.11,9.73,28.83,Normal,9.967477113091357,Normal,Healthy Cow
1,0.48,-0.43,10.69,35.16,High,10.709407079759364,High,Sick (Attention Required)
2,3.29,1.33,8.84,28.89,Normal,9.525681078012218,Normal,Healthy Cow
1,1.15,0.88,9.73,34.88,High,9.8371642255276,Normal,Sick (Attention Required)
2,2.52,-1.49,11.08,28.82,Normal,11.46023123675958,High,Healthy Cow
1,-2.34,1.29,9.07,34.02,High,9.455400573217403,Normal,Sick (Attention Required)
2,8.45,1.91,1.62,29.57,Normal,8.813342158341522,Normal,Healthy Cow
1,-1.8,1.35,9.23,33.59,Normal,9.500284206275095,Normal,Healthy Cow
2,5.19,-2.56,9.86,29.39,Normal,11.432816800771365,High,Healthy Cow
1,0.58,1.15,8.85,33.63,Normal,8.94323207794587,Normal,Healthy Cow
2,7.41,-2.63,2.99,29.25,Normal,8.412199474572628,Normal,Healthy Cow
1,-0.41,-1.65,9.99,33.37,Normal,10.133641990913238,High,Healthy Cow
1,-1.15,0.32,9.66,33.99,Normal,9.733473172511443,Normal,Healthy Cow
2,9.75,-3.57,0.82,29.98,Normal,10.415363651836646,High,Healthy Cow
1,1.51,-0.09,10.01,34.55,High,10.12365052735425,High,Sick (Attention Required)
2,5.01,-1.77,8.66,30.32,Normal,10.160147636722607,High,Healthy Cow
1,-0.03,-0.19,9.69,35.31,High,9.69190899668378,Normal,Sick (Attention Required)
2,5.07,0.85,7.94,31.16,Normal,9.458911142409574,Normal,Healthy Cow
2,4.18,2.26,10.29,31.79,Normal,11.334200457023865,High,Healthy Cow
1,0.25,-0.73,9.94,36.45,High,9.969904713687086,Normal,Sick (Attention Required)
2,2.86,1.03,9.99,32.11,Normal,10.442250715243338,High,Healthy Cow
1,0.74,-0.46,9.66,36.94,High,9.69921646319949,Normal,Sick (Attention Required)
1,-0.34,-0.23,9.74,37.24,High,9.748646059838258,Normal,Sick (Attention Required)
1,-0.33,0.7,11.19,36.93,High,11.216728578333345,High,Sick (Attention Required)
1,1.04,3.2,8.09,36.57,High,8.76183200021548,Normal,Sick (Attention Required)
1,-2.15,2.78,8.92,35.79,High,9.587351041867613,Normal,Sick (Attention Required)
1,-3.45,3.78,10.09,35.57,High,11.313664304724618,High,Sick (Attention Required)
1,-3.99,2.61,8.01,35.57,High,9.321603939237066,Normal,Sick (Attention Required)
1,-4.18,2.21,6.22,35.32,High,7.813123575113861,Normal,Sick (Attention Required)
1,-4.05,2.72,8.79,35.12,High,10.053108971855423,High,Sick (Attention Required)
2,2.55,-2.83,7.75,31.47,Normal,8.635618101792135,Normal,Healthy Cow
1,-3.49,0.51,9.65,35.46,High,10.274371026977759,High,Sick (Attention Required)
2,4.88,-4.77,8.45,31.36,Normal,10.861390334575034,High,Healthy Cow
2,2.72,-4.5,8.86,31.37,Normal,10.30281514926867,High,Healthy Cow
1,-3.1,3.95,8.26,34.42,High,9.666441951411077,Normal,Sick (Attention Required)
2,3.51,-4.02,5.66,31.28,Normal,7.779209471405176,Normal,Healthy Cow
1,0.55,2.12,10.66,34.61,High,10.88266970922117,High,Sick (Attention Required)
2,7.4,-5.8,11.36,31.19,Normal,14.746172384724112,High,Healthy Cow
1,1.85,-0.35,10.44,34.21,High,10.608421183192153,High,Sick (Attention Required)
2,5.46,-5.59,7.95,30.71,Normal,11.147295636162163,High,Healthy Cow
1,-1.51,0.38,11.74,34.21,High,11.842807944064617,High,Sick (Attention Required)
2,5.61,-4.92,5.65,30.27,Normal,9.35954058701601,Normal,Healthy Cow
1,2.43,-1.91,8.1,34.02,High,8.669659739574557,Normal,Sick (Attention Required)
2,3.73,-4.91,8.83,29.61,Normal,10.769860723333426,High,Healthy Cow
1,0.67,0.28,9.86,32.59,Normal,9.88670319166101,Normal,Healthy Cow
2,5.05,-4.63,7.34,28.99,Normal,10.040667308500964,High,Healthy Cow
1,1.49,-0.12,9.82,32.47,Normal,9.933121362391581,Normal,Healthy Cow
2,6.72,-3.28,6.94,29.5,Normal,10.201980199941579,High,Healthy Cow
1,0.59,1.01,9.85,32.96,Normal,9.919208637789609,Normal,Healthy Cow
2,6.45,-4.45,7.0,29.78,Normal,10.507378359990659,High,Healthy Cow
1,0.79,-0.82,9.23,33.01,Normal,9.299967741879538,Normal,Healthy Cow
2,6.68,-4.3,6.74,30.19,Normal,10.418253212511203,High,Healthy Cow
1,0.13,-1.05,9.69,33.23,Normal,9.74758944560141,Normal,Healthy Cow
1,1.23,-0.23,10.96,33.38,Normal,11.031201203858082,High,Healthy Cow
1,2.67,1.34,10.91,33.5,Normal,11.311613501176568,High,Healthy Cow
2,0.31,-2.11,9.79,30.84,Normal,10.019595800230665,High,Healthy Cow
1,1.06,-0.14,10.94,33.71,Normal,10.992124453443928,High,Healthy Cow
1,-0.78,-1.78,9.45,34.03,High,9.647761398376309,Normal,Sick (Attention Required)
1,2.69,1.18,9.75,34.54,High,10.18287778577353,High,Sick (Attention Required)
2,0.33,-2.81,9.67,32.1,Normal,10.075410661605808,High,Healthy Cow
1,-0.55,-0.65,9.74,35.05,High,9.77714682307676,Normal,Sick (Attention Required)
2,3.4,-1.21,9.6,32.43,Normal,10.255929991960748,High,Healthy Cow
1,0.11,0.37,10.13,35.5,High,10.137351725179512,High,Sick (Attention Required)
1,-0.41,-0.25,5.19,36.03,High,5.212168454683713,Low,Sick (Attention Required)
1,-0.98,0.08,9.74,35.88,High,9.789504583991981,Normal,Sick (Attention Required)
2,2.92,-1.16,9.65,32.82,Normal,10.148620595923369,High,Healthy Cow
1,1.89,1.73,8.65,35.92,High,9.021502092223889,Normal,Sick (Attention Required)
2,1.89,-1.64,9.97,32.99,Normal,10.279231488783585,High,Healthy Cow
1,0.53,1.44,10.39,36.15,High,10.502694892264557,High,Sick (Attention Required)
2,1.99,-1.52,9.96,33.16,Normal,10.269961051532766,High,Healthy Cow
1,1.71,1.98,9.48,36.01,High,9.83437339132494,Normal,Sick (Attention Required)
2,1.74,-2.04,9.95,33.23,Normal,10.30493571061945,High,Healthy Cow
1,1.96,0.84,9.79,36.23,High,10.019545897893776,High,Sick (Attention Required)
2,1.68,-1.87,9.95,33.34,Normal,10.262640985633277,High,Healthy Cow
1,4.09,1.07,11.12,36.67,High,11.896528905525342,High,Sick (Attention Required)
2,1.73,-1.92,9.95,33.5,Normal,10.280165368319713,High,Healthy Cow
1,2.89,1.22,9.54,37.08,High,10.042514625331645,High,Sick (Attention Required)
2,1.7,-1.92,9.94,33.67,Normal,10.26547612144707,High,Healthy Cow
1,2.92,1.19,9.52,37.42,High,10.028604090300902,High,Sick (Attention Required)
2,1.9,-1.84,9.95,33.83,Normal,10.295537868416588,High,Healthy Cow
1,1.41,0.81,10.41,37.79,High,10.536237468850064,High,Sick (Attention Required)
2,1.84,-1.83,9.94,34.09,High,10.27317380364997,High,Sick (Attention Required)
1,2.65,0.17,9.79,38.37,High,10.143741913120621,High,Sick (Attention Required)
2,2.62,-1.57,9.9,34.32,High,10.360468136141339,High,Sick (Attention Required)
1,-0.57,0.13,8.31,38.63,High,8.33054019857056,Normal,Sick (Attention Required)
1,5.39,0.4,8.68,39.12,High,10.225189484796847,High,Sick (Attention Required)
2,1.59,2.08,9.99,34.62,High,10.32737139837626,High,Sick (Attention Required)
1,3.38,-0.64,9.4,39.12,High,10.00969530005784,High,Sick (Attention Required)
1,3.16,-0.71,9.54,39.5,High,10.074785357515067,High,Sick (Attention Required)
2,1.41,-1.51,10.01,34.52,High,10.220973534844907,High,Sick (Attention Required)
1,3.29,-0.74,9.41,39.8,High,9.995989195672433,Normal,Sick (Attention Required)
2,0.8,-2.43,9.93,34.58,High,10.254257652312038,High,Sick (Attention Required)
1,3.3,-0.61,9.45,39.67,High,10.028190265446701,High,Sick (Attention Required)
1,3.27,-0.73,9.43,39.42,High,10.007532163325783,High,Sick (Attention Required)
2,2.69,-1.27,9.83,34.66,High,10.270243424573733,High,Sick (Attention Required)
1,3.31,-0.7,9.39,39.18,High,9.980891743727112,Normal,Sick (Attention Required)
1,3.0,-0.68,9.7,38.87,High,10.176069968312914,High,Sick (Attention Required)
1,3.23,-0.61,9.45,38.47,High,10.005373556244663,High,Sick (Attention Required)
2,2.71,-1.65,9.76,34.55,High,10.262757913933271,High,Sick (Attention Required)
1,4.45,-0.02,9.3,38.04,High,10.309844809695246,High,Sick (Attention Required)
2,8.62,0.32,4.62,34.78,High,9.785254212333983,Normal,Sick (Attention Required)
1,3.26,-0.75,9.49,37.7,High,10.062315836824046,High,Sick (Attention Required)
2,8.87,0.8,4.99,35.35,High,10.208672783471904,High,Sick (Attention Required)
1,3.2,-0.7,9.49,37.42,High,10.039427274501271,High,Sick (Attention Required)
2,10.2,-0.61,5.78,35.86,High,11.739697611097144,High,Sick (Attention Required)
1,2.82,-0.5,9.64,37.58,High,10.05644072224363,High,Sick (Attention Required)
2,8.63,0.11,5.04,36.35,High,9.994528503136104,Normal,Sick (Attention Required)
1,3.4,-1.44,9.66,37.93,High,10.341624630588756,High,Sick (Attention Required)
2,8.47,-0.02,5.27,36.8,High,9.975680427920695,Normal,Sick (Attention Required)
1,2.23,-0.3,9.52,37.96,High,9.782295231692816,Normal,Sick (Attention Required)
2,7.55,0.33,5.02,37.0,High,9.072585078135118,Normal,Sick (Attention Required)
1,2.77,-0.63,9.63,38.24,High,10.040253980851283,High,Sick (Attention Required)
2,8.21,-0.46,5.53,37.16,High,9.909419761015274,Normal,Sick (Attention Required)
1,2.9,-0.69,9.58,38.04,High,10.033070317704347,High,Sick (Attention Required)
2,8.39,-0.38,6.07,36.73,High,10.362499698431842,High,Sick (Attention Required)
1,3.37,-0.29,9.46,38.15,High,10.046521786170576,High,Sick (Attention Required)
2,8.38,-0.36,5.66,36.89,High,10.118774629370892,High,Sick (Attention Required)
1,3.34,-0.29,9.44,38.41,High,10.017649424890053,High,Sick (Attention Required)
2,8.56,-0.53,5.74,37.05,High,10.319985465106043,High,Sick (Attention Required)
1,3.47,0.03,9.41,38.52,High,10.029451630074298,High,Sick (Attention Required)
1,3.34,-0.26,9.42,38.64,High,9.997979795938779,Normal,Sick (Attention Required)
1,3.32,-0.25,9.47,38.77,High,10.03821697314817,High,Sick (Attention Required)
1,2.93,-0.24,9.54,39.06,High,9.982690018226549,Normal,Sick (Attention Required)
2,8.55,-0.3,5.68,38.27,High,10.269123623756801,High,Sick (Attention Required)
1,3.37,-0.27,9.43,39.5,High,10.01771930131804,High,Sick (Attention Required)
2,8.44,-0.38,5.8,38.4,High,10.247829038386618,High,Sick (Attention Required)
1,3.36,-0.3,9.45,39.9,High,10.034047039953519,High,Sick (Attention Required)
2,8.5,-0.4,5.79,38.61,High,10.292429256497224,High,Sick (Attention Required)
1,3.37,-0.29,9.39,39.94,High,9.98063625226368,Normal,Sick (Attention Required)
2,8.4,-0.27,5.69,38.72,High,10.149334953581935,High,Sick (Attention Required)
1,3.28,0.27,9.31,39.86,High,9.874583535521891,Normal,Sick (Attention Required)
1,3.68,0.06,9.14,40.05,High,9.853202525067676,Normal,Sick (Attention Required)
2,8.55,-0.37,6.08,38.93,High,10.497895027099482,High,Sick (Attention Required)
1,2.39,0.69,9.24,40.35,High,9.569002037830277,Normal,Sick (Attention Required)
2,8.32,-0.3,5.88,39.24,High,10.192487429474712,High,Sick (Attention Required)
1,2.97,0.57,9.61,40.64,High,10.074616618015794,High,Sick (Attention Required)
2,8.41,-0.4,5.84,39.4,High,10.246643352825354,High,Sick (Attention Required)
1,2.26,0.11,10.06,40.67,High,10.311319023286982,High,Sick (Attention Required)
2,8.34,-0.39,5.91,39.44,High,10.229164188730183,High,Sick (Attention Required)
1,2.96,0.68,9.36,40.72,High,9.840406495668763,Normal,Sick (Attention Required)
1,2.88,-0.25,9.56,40.7,High,9.987517208996438,Normal,Sick (Attention Required)
2,8.66,-0.35,5.91,39.5,High,10.490290749068874,High,Sick (Attention Required)
1,2.78,-0.35,9.63,40.39,High,10.029346937861908,High,Sick (Attention Required)
2,8.54,-0.2,5.62,39.49,High,10.22526283280777,High,Sick (Attention Required)
1,2.75,-0.23,9.66,39.98,High,10.046442156305883,High,Sick (Attention Required)
2,6.69,1.58,7.31,39.4,High,10.03437093195184,High,Sick (Attention Required)
1,3.16,0.37,9.66,39.81,High,10.170452300659987,High,Sick (Attention Required)
2,6.33,1.14,8.05,38.67,High,10.303931288590778,High,Sick (Attention Required)
1,2.74,-0.08,9.71,39.36,High,10.089504447692168,High,Sick (Attention Required)
2,7.48,0.89,7.79,38.09,High,10.836355475896866,High,Sick (Attention Required)
1,2.43,0.48,9.66,39.32,High,9.972507207317527,Normal,Sick (Attention Required)
2,4.76,-0.92,9.59,37.47,High,10.74579452623211,High,Sick (Attention Required)
1,2.89,-0.06,9.68,39.37,High,10.102380907489085,High,Sick (Attention Required)
2,7.27,0.18,7.75,37.4,High,10.62769024765024,High,Sick (Attention Required)
1,2.77,0.12,9.6,39.7,High,9.99236208311128,Normal,Sick (Attention Required)
2,6.11,-1.81,8.23,37.39,High,10.408703089242195,High,Sick (Attention Required)
1,2.62,0.13,9.49,39.87,High,9.84588238808488,Normal,Sick (Attention Required)
1,2.71,-0.12,9.57,40.15,High,9.947029707405122,Normal,Sick (Attention Required)
2,5.23,-2.34,8.68,37.02,High,10.400524025259497,High,Sick (Attention Required)
1,2.89,0.03,9.43,40.24,High,9.862955946368208,Normal,Sick (Attention Required)
2,5.94,-0.77,7.91,36.92,High,9.921925216408356,Normal,Sick (Attention Required)
1,2.78,0.1,9.58,40.21,High,9.975710501011946,Normal,Sick (Attention Required)
2,6.53,-1.1,7.96,36.93,High,10.35434691325339,High,Sick (Attention Required)
1,2.98,-0.15,9.8,40.27,High,10.244164192358497,High,Sick (Attention Required)
2,6.06,-1.2,8.01,36.86,High,10.115517782100925,High,Sick (Attention Required)
1,2.74,-0.2,9.55,40.42,High,9.937308488720676,Normal,Sick (Attention Required)
